NombreLeccion,CanalYouTube,UrlYouTube,CursoNombre,CursoUrl,CursoId,LeccionId
Instalación avanzada de helm en GCP,Debuggers,https://youtube.com/watch?v=LBElsLIphI4,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164557
Ejercicio práctico II: Google Cloud VPC,Debuggers,https://youtube.com/watch?v=LeQ1XePTAiA,Google Cloud Platform,https://edutin.com/curso-de-google-cloud-platform-gcp,12460,164811
Configuración de google pub/sub para eventos en tiempo real,Debuggers,https://youtube.com/watch?v=M5bJ2zaryM4,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164548
Implementación de cloud build y cloud run,Debuggers,https://youtube.com/watch?v=nEezGlhWees,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164541
Autoescalado de archivos YAML,Debuggers,https://youtube.com/watch?v=NKunwJpkrsU,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164561
Ejercicio práctico de Google DNS,Debuggers,https://youtube.com/watch?v=p6MvCpW2Ngg,Google Cloud Platform,https://edutin.com/curso-de-google-cloud-platform-gcp,12460,164814
Qué es helm,Debuggers,https://youtube.com/watch?v=qCLgKy23BOY,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164550
Ejercicio práctico III: Google Cloud VPC,Debuggers,https://youtube.com/watch?v=QEA9Bix_rfc,Google Cloud Platform,https://edutin.com/curso-de-google-cloud-platform-gcp,12460,164812
Configuración de proyecto bigquery,Debuggers,https://youtube.com/watch?v=Qr_P1AD91cE,Google Cloud Platform,https://edutin.com/curso-de-google-cloud-platform-gcp,12460,164804
Implementación de spinnaker usando helm y su configuración en google cloud,Debuggers,https://youtube.com/watch?v=qsinEU1Zqtw,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164549
Práctica y configuración cloud bigtable,Debuggers,https://youtube.com/watch?v=r8YhcZM9R4Q,Google Cloud Platform,https://edutin.com/curso-de-google-cloud-platform-gcp,12460,164808
Implementación de jenkins en GCP,Debuggers,https://youtube.com/watch?v=rcQqKWvu3q8,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164555
Configuración de pipelines en spinnaker,Debuggers,https://youtube.com/watch?v=Rn4QL35VXsU,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164553
Escalado de clusters,Debuggers,https://youtube.com/watch?v=sb4JBLjgghw,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164563
Cloud bigtable,Debuggers,https://youtube.com/watch?v=sXhk9C2vm2I,Google Cloud Platform,https://edutin.com/curso-de-google-cloud-platform-gcp,12460,164807
Configuración profunda de pipelines en GKE,Debuggers,https://youtube.com/watch?v=U7_sf5sA0S0,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164558
Historia y evolución de la tecnología,Debuggers,https://youtube.com/watch?v=V56ubeoTqzo,Google Cloud Platform,https://edutin.com/curso-de-google-cloud-platform-gcp,12460,164791
Autoaprovisionamiento práctico,Debuggers,https://youtube.com/watch?v=vf9L0PYIfSE,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164564
Preparación de archivos manifest en spinnaker,Debuggers,https://youtube.com/watch?v=vpSPEaZVRmw,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164552
Ejercicio práctico I: Google Cloud VPC,Debuggers,https://youtube.com/watch?v=Wg_OkrTMOaE,Google Cloud Platform,https://edutin.com/curso-de-google-cloud-platform-gcp,12460,164810
Google Cloud DNS,Debuggers,https://youtube.com/watch?v=wm56aJP9eCg,Google Cloud Platform,https://edutin.com/curso-de-google-cloud-platform-gcp,12460,164813
Jenkins en GCP,Debuggers,https://youtube.com/watch?v=xGKWaAyvJ1E,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164554
Google Cloud VPC,Debuggers,https://youtube.com/watch?v=ypC0tQBFDME,Google Cloud Platform,https://edutin.com/curso-de-google-cloud-platform-gcp,12460,164809
Ejemplo práctico generación de un contenedor a través de docker,Debuggers,https://youtube.com/watch?v=yuaX52TLt1o,Google Cloud Platform,https://edutin.com/curso-de-google-cloud-platform-gcp,12460,164794
Generación de imágenes en docker para kubernetes,Debuggers,https://youtube.com/watch?v=YXezTdc7SNY,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164551
Manejo práctico de Google Cloud SQL,Debuggers,https://youtube.com/watch?v=z_BsAKLU1Nw,Google Cloud Platform,https://edutin.com/curso-de-google-cloud-platform-gcp,12460,164802
Ejercicio práctico: auto escalado horizontal en GCP,Debuggers,https://youtube.com/watch?v=Z2oKar0F2XI,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164562
Creación de cluster jenkins en GCP,Debuggers,https://youtube.com/watch?v=zwEeU6YoxwQ,Google Kubernetes Engine,https://edutin.com/curso-de-google-kubernetes-engine,12435,164556
Unicast Globales,DeciLearn,https://youtube.com/watch?v=l-p3FIfRLsc,Fundamentos Profesionales en Redes de Computadoras,https://edutin.com/curso-de-redes-4158,4158,93899
Conceptos de la resolución,Denis Veprev,https://youtube.com/watch?v=HZY22SG4uMk,Diplomado en Producción Audiovisual,https://edutin.com/curso-de-produccion-audiovisual-2081,2081,104073
Protección de la cuenta,Descubre Cómo Hacerlo,https://youtube.com/watch?v=F-b2FTGVVfA,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141471
Arquitectura de los Metasploit,DevGuardian Code,https://youtube.com/watch?v=AAE3MYAGiJI,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,109033
Descargar e instalar Visual Studio,DeVito,https://youtube.com/watch?v=QTFgr3TF_IY,Desarrollador PHP,https://edutin.com/curso-de-php,4495,157300
Puertos,dfbastidas,https://youtube.com/watch?v=mujGV_oyr3A,Docker Profesional,https://edutin.com/curso-de-docker-3986,3986,152220
Diseño del Data Center,Diego Teos,https://youtube.com/watch?v=oo7KBnfAPq0,Fundamentos Profesionales en Redes de Computadoras,https://edutin.com/curso-de-redes-4158,4158,93876
Instalación de NGINX en Fedora,DigitalEducas,https://youtube.com/watch?v=corVHKkxtcY,Diplomado en Administración de Servidores Web con NGINX,https://edutin.com/curso-de-nginx-4087,4087,158749
Portapapeles en Power Point,DiloenTutos Pc,https://youtube.com/watch?v=0g1L2rP2haA,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,146530
Convertir PDF a video,DiloenTutos Pc,https://youtube.com/watch?v=oDGZmS3-vZc,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,106268
"Plantas, secciones y más",DIMANI,https://youtube.com/watch?v=Bgv2bR6bxC0,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104317
Suelos y Muros,DIMANI,https://youtube.com/watch?v=BOlTzGm7C8E,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104310
Gradas y losa,DIMANI,https://youtube.com/watch?v=CcJ_0FSFu0c,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104314
Profundización en materiales y superficies,DIMANI,https://youtube.com/watch?v=IOcFvI-MiNA,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104312
Configuración de muros,DIMANI,https://youtube.com/watch?v=Q1jdhqQO6og,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104316
Insertar y personalizar tablas,Diplomado AVA UES-FMO,https://youtube.com/watch?v=URBG0zWFFZc,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141527
Orígenes y evolución de la comunicación humana,Dirección de Educación en Línea,https://youtube.com/watch?v=LTP2_xKEPm8,Fundamentos en Ciencias de la Computación,https://edutin.com/curso-de-introduccion-a-la-computacion-4164,4164,92881
Tips para la realización de diapositivas,Diseño Radical,https://youtube.com/watch?v=3Xbm5e1lmxc,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,106192
Diseño de VLANs y direccionamiento IP,DOC Henriquez Celedon Javier Alfonso,https://youtube.com/watch?v=lio07jHfkp0,Fundamentos Profesionales en Redes de Computadoras,https://edutin.com/curso-de-redes-4158,4158,93877
Cambios en la interfaz de Scratch 3.0 VS Scratch 2.0,Docente Pro,https://youtube.com/watch?v=0_ZqyKaXLPw,Desarrollador de Algoritmos,https://edutin.com/curso-de-programacion-c,4163,111484
Configurar correos masivos,Don Franz,https://youtube.com/watch?v=NXU95ZoCAz4,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,141690
Uso de fórmulas,Dostin Hurtado,https://youtube.com/watch?v=ROHPnUbSBfk,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141548
Cómo guardar y/o exportar,Dostin Hurtado,https://youtube.com/watch?v=uHFu9k5OVlM,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111170
Exportar para imprimir y pantallas,Dostin Hurtado,https://youtube.com/watch?v=uHFu9k5OVlM,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111338
Habilitar virtualización de Windows,Dr Tutoriales,https://youtube.com/watch?v=NIgw0yEVewE,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,153278
Pasos para implementar el DF,Dr. Martín Llamas,https://youtube.com/watch?v=5n9MM2jFL84,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148271
La post-producción,Dream Engine,https://youtube.com/watch?v=bUm2wbFkS2s,Diplomado en Producción Audiovisual,https://edutin.com/curso-de-produccion-audiovisual-2081,2081,113397
Conociendo la interfaz de Revit 2024,DS Design - BIM Learning,https://youtube.com/watch?v=3T81yYNE4tU,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104268
Explicación a profundidad sobre BIM,DS Design - BIM Learning,https://youtube.com/watch?v=W7-IePBoxQc,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104307
Explicación a profundidad sobre BIM,DS Design - BIM Learning,https://youtube.com/watch?v=W7-IePBoxQc,Diplomado en ArchiCAD,https://edutin.com/curso-de-archicad-4346,4346,105390
Optimización de recursos para un mejor rendimiento en la nube,Dumar A Yustre,https://youtube.com/watch?v=ASoon5actT8,VMware Workstation,https://edutin.com/curso-de-vmware-workstation-3835,3835,159091
Filtros (Electricidad),Dwisest,https://youtube.com/watch?v=0RbqcMpMA4U,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104518
Crear aparatos sanitarios (Fontaneria),Dwisest,https://youtube.com/watch?v=0RhsLYKP0k4,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104487
Crear isometría (Fontanería),Dwisest,https://youtube.com/watch?v=1ksQtmIRQ2E,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104507
Introducción a Revit MEP y Plantilla de trabajo (Fontanería),Dwisest,https://youtube.com/watch?v=2HVHqLSHbOA,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104481
Planos y láminas (Electricidad),Dwisest,https://youtube.com/watch?v=2YARMhs-n1s,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104521
Colocar tomas e interruptores (Electricidad),Dwisest,https://youtube.com/watch?v=5ILb_YLfDF0,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104513
Despiece o armadura de zapatas,Dwisest,https://youtube.com/watch?v=6L8Ut4uP0gA,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104609
Crear y editar zapatas,Dwisest,https://youtube.com/watch?v=7iaBFYxqnQE,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104605
Tubería hidráulica (Fontanería),Dwisest,https://youtube.com/watch?v=B-7Bfsz8tY0,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104489
Colocar luminarias (Electricidad),Dwisest,https://youtube.com/watch?v=c0eHRWybxrM,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104512
Crear ejes estructurales,Dwisest,https://youtube.com/watch?v=c2kL1czNCy8,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104603
Diámetro y propiedades (Fontanería),Dwisest,https://youtube.com/watch?v=C5Xc_Czfwi8,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104484
Crear componentes y conexiones (Fontanería),Dwisest,https://youtube.com/watch?v=DlULAu24j5E,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104486
Maya 2016 - Copiar y Duplicar - Tutorial Básico 12 - En Español,Dwisest,https://youtube.com/watch?v=dMO4jMKklP8,Animación y Modelado con Maya,https://edutin.com/curso-de-maya-basico-4077,4077,91238
Despiece o armadura de columnas,Dwisest,https://youtube.com/watch?v=esMLnX7t300,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104611
Válvulas y accesorios (Fontanería),Dwisest,https://youtube.com/watch?v=f2GYE9QMXUM,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104494
Láminas o planos,Dwisest,https://youtube.com/watch?v=fFLai0kkcTE,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104616
Tubería sanitaria (Fontanería),Dwisest,https://youtube.com/watch?v=fxPhBwXmvzA,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104501
Cantidades (Electricidad),Dwisest,https://youtube.com/watch?v=GG8Gfs7gnhE,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104520
Crear tubos (Electricidad),Dwisest,https://youtube.com/watch?v=h6tFoM95YmU,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104517
Muros estructurales,Dwisest,https://youtube.com/watch?v=hJxtQEAUzVc,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104612
Trabajar con capas,Dwisest,https://youtube.com/watch?v=HXkwbiCR4tg,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111211
Configuración eléctrica (Electricidad),Dwisest,https://youtube.com/watch?v=IBRDruwvG_o,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104511
Sistema de vigas o viguetas,Dwisest,https://youtube.com/watch?v=ip6yHLkqbzw,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104607
Crear circuitos (Electricidad),Dwisest,https://youtube.com/watch?v=J8ww42ZC8rA,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104515
Crear y editar suelos,Dwisest,https://youtube.com/watch?v=KOW1Adb1VuY,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104608
Crear y editar vigas,Dwisest,https://youtube.com/watch?v=kWNijZ2NBDs,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104606
Vistas 3D,Dwisest,https://youtube.com/watch?v=nJW3V9BcXx0,Animación y Modelado con Maya,https://edutin.com/curso-de-maya-basico-4077,4077,91231
Viewport,Dwisest,https://youtube.com/watch?v=sugS2NWu6Ek,Animación y Modelado con Maya,https://edutin.com/curso-de-maya-basico-4077,4077,147304
Filtrar por tuberías (Fontanería),Dwisest,https://youtube.com/watch?v=tbct7wNQgPg,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104505
Cálculo de cantidades (Fontanería),Dwisest,https://youtube.com/watch?v=UPhD-CufQGc,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104508
Conectar aparatos a las tuberías (Fontanería),Dwisest,https://youtube.com/watch?v=UudhgJo0Zkg,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104491
Planos o láminas (Fontanería),Dwisest,https://youtube.com/watch?v=vTIJAf9X3_Q,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104509
Crear y editar columnas,Dwisest,https://youtube.com/watch?v=wfoy0MqTt40,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104604
Plantilla de trabajo (Electricidad),Dwisest,https://youtube.com/watch?v=WOXomllloSE,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104510
Componentes sanitarios (Fontanería),Dwisest,https://youtube.com/watch?v=xuPxufWGk7w,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104485
Despiece o armadura de vigas,Dwisest,https://youtube.com/watch?v=z_-WhhjRUbU,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104610
Anotaciones (Fontanería),Dwisest,https://youtube.com/watch?v=Z4WlID6VjeM,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104506
Crear caja de inspección (Fontanería),Dwisest,https://youtube.com/watch?v=ZLxnSY-13kg,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104504
Componentes de la interfaz de Drive,e-Lexia.com,https://youtube.com/watch?v=UEkTu2sQDFQ,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141472
Elementos del arte: formas en 3D,Easy Art,https://youtube.com/watch?v=MyC9LwgsLCM,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111139
Ejercicio de Subneting,eclassvirtual,https://youtube.com/watch?v=4H6fZDzGncM,Fundamentos Profesionales en Redes de Computadoras,https://edutin.com/curso-de-redes-4158,4158,93893
Ejercicio de Subneting,eclassvirtual,https://youtube.com/watch?v=4H6fZDzGncM,Fundamentos Profesionales en Redes de Computadoras,https://edutin.com/curso-de-redes-4158,4158,113873
Direccionamiento IPv6,eclassvirtual,https://youtube.com/watch?v=qbOMG0oYHpo,IPv6 Profesional,https://edutin.com/curso-de-ipv6-3548,3548,143317
Usos de BleachBit,EcoTecLP,https://youtube.com/watch?v=PERBHt5EVkk,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,76752
Compresión y descompresión (Codec) y transcodificación,Edítalo Pro,https://youtube.com/watch?v=6hQf_7UfLjw,Diplomado en Producción Audiovisual,https://edutin.com/curso-de-produccion-audiovisual-2081,2081,104070
Adobe After Effects: Primeros pasos,Edítalo Pro,https://youtube.com/watch?v=9hjJhRldCU0,Diplomado en Producción Audiovisual,https://edutin.com/curso-de-produccion-audiovisual-2081,2081,104172
Sincronización de audio y video (Adobe Premiere),Edítalo Pro,https://youtube.com/watch?v=MA-w6fQtIvA,Diplomado en Producción Audiovisual,https://edutin.com/curso-de-produccion-audiovisual-2081,2081,104138
Despliegue y pruebas de aplicaciones en entornos locales multi-nube utilizando VMware Workstation,Ediworld México,https://youtube.com/watch?v=jI1ViMgE2sU,VMware Workstation,https://edutin.com/curso-de-vmware-workstation-3835,3835,159100
Historial de versiones,edootech,https://youtube.com/watch?v=g4wVMkgsK9E,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141517
Colocar transiciones y animaciones,edootech,https://youtube.com/watch?v=kO7HfZu2Iho,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141531
Crear presentación interactiva,edootech,https://youtube.com/watch?v=TCRGFYytDK0,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141529
Google Slides,EdTrainer Tv,https://youtube.com/watch?v=lotzX4lNjV8,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141500
¿Qué es el Internet?,Educar Portal,https://youtube.com/watch?v=-JVdH8ne-2s,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108817
Naturaleza del diseño 3D,Educar Portal,https://youtube.com/watch?v=aGp8iz3k2FE,Animación y Modelado con Maya,https://edutin.com/curso-de-maya-basico-4077,4077,91241
Concepto de red,Educar Portal,https://youtube.com/watch?v=z7Q_NRGyKt4,IPv6 Profesional,https://edutin.com/curso-de-ipv6-3548,3548,143262
¿Qué es una Red?,Educar Portal,https://youtube.com/watch?v=z7Q_NRGyKt4,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108816
Crear tareas e hitos,Educcol,https://youtube.com/watch?v=7X2q_uNNrBk,Diplomado en Microsoft Project,https://edutin.com/curso-de-project,1920,142793
Trabajar con perspectiva,Edwin Arenas,https://youtube.com/watch?v=cjkCdm-qz6o,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111259
Pasos para configurar servicios remotos,EL CANAL DE DANNY,https://youtube.com/watch?v=aayLfhhhX-U,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148265
Implementación de objetos de directiva de grupo en un entorno de dominio,EL CANAL DE DANNY,https://youtube.com/watch?v=F_RlnIW9M5I,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148258
Resolución de nombres en DHCP,EL CANAL DE DANNY,https://youtube.com/watch?v=OKRe2Mp3rpg,Zentyal,https://edutin.com/curso-de-zentyal-3840,3840,159245
La fotografía como disciplina artística,El Cooltureta,https://youtube.com/watch?v=xsUvteWqdQ4,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,100867
Acerca de Scratch,El Futuro Es Apasionante de Vodafone,https://youtube.com/watch?v=moxOrgbrWw4,Desarrollador de Algoritmos,https://edutin.com/curso-de-programacion-c,4163,93435
Técnicas Foley de sonido,El Futuro Es Apasionante de Vodafone,https://youtube.com/watch?v=xAUSkvFgzBs,Diplomado en Producción Audiovisual,https://edutin.com/curso-de-produccion-audiovisual-2081,2081,113396
Los Muros,El Inge Programero,https://youtube.com/watch?v=0gs6tgoM7EA,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104406
Conociendo la interfaz de Revit 2023,El Inge Programero,https://youtube.com/watch?v=bG43Oist-ag,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104308
Profundización en las escaleras,El Inge Programero,https://youtube.com/watch?v=MSgU0issYPg,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104441
Introducción,El Mundo de Yhi,https://youtube.com/watch?v=5VPHCg7LvQ4,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,144590
Overview Imágenes,El Pingüino Tech,https://youtube.com/watch?v=74nenVi_W0o,Docker Profesional,https://edutin.com/curso-de-docker-3986,3986,152157
Conversión de contenedor a imagen,El Pingüino Tech,https://youtube.com/watch?v=NH9fdRuBf4Q,Docker Profesional,https://edutin.com/curso-de-docker-3986,3986,152215
Crear logotipo con degradado,El Profe Henry Pineda,https://youtube.com/watch?v=-QHvT3Uiyq4,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111339
Agregar cuadros de textos,El Profe Ralph,https://youtube.com/watch?v=jXwFI5jPK3w,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,146545
Destacar una carpeta,el Profe Ramsés,https://youtube.com/watch?v=TOQzbf-iScY,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141481
Wise Disk Cleaner,El Profe Serch,https://youtube.com/watch?v=3vbmtVy0orM,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,76747
Aspectos básicos,EL PROFESOR ONLINE,https://youtube.com/watch?v=F4lI7Qertbw,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,144720
Fundamentos teóricos de sistemas operativos,El Salón de Informática,https://youtube.com/watch?v=fsuroRYmagw,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,147132
Centro de clientes potenciales CRM utilizando Facebook,El Socio del Mundo,https://youtube.com/watch?v=_Su8G2myuo0,Diplomado en CRM,https://edutin.com/curso-de-crm-2741,2741,107568
Información del sistema Windows 10,El Sotano de Pepe,https://youtube.com/watch?v=XX565sFnkLY,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,76758
Ortográfica automática en Word,El Tío Tech,https://youtube.com/watch?v=PwDFbrjrAEo,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,106215
Insertar complementos,El Tío Tech,https://youtube.com/watch?v=wZkhQEYMvLs,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,146562
Activar o desactivar Windows Defender en Windows,El Tío Tech,https://youtube.com/watch?v=YmgQddE1wh4,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,76750
Insertar imágenes,El Vínculo Digital TV,https://youtube.com/watch?v=F-dETOUoMaQ,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,146539
Configuración de VM y Hyper-V,ElCegu,https://youtube.com/watch?v=IHWk0yNrY9k,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148276
El tubo al vacío y el transistor,ELECTRONICA HOY TV,https://youtube.com/watch?v=unXoVswBqyc,Fundamentos en Ciencias de la Computación,https://edutin.com/curso-de-introduccion-a-la-computacion-4164,4164,92880
Definición de las competencias profesionales,Eleonora Cravero,https://youtube.com/watch?v=eS9_0wRRdtQ,Diplomado en Microsoft Outlook,https://edutin.com/curso-de-outlook-1925,1925,145258
Introducción a las NATs,Eliezer De León,https://youtube.com/watch?v=sJUUKSGt94I,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,141039
NAT (Network Address Translation),Eliezer De León,https://youtube.com/watch?v=sJUUKSGt94I,IPv6 Profesional,https://edutin.com/curso-de-ipv6-3548,3548,143312
Requisitos básicos,Elvatron S.A.,https://youtube.com/watch?v=tR_g_0nZzuw,IPv6 Profesional,https://edutin.com/curso-de-ipv6-3548,3548,143310
Metodología Kanban,Emprendimiento PUJ Oficial,https://youtube.com/watch?v=w-st9fGVM3c,Diplomado en Microsoft Project,https://edutin.com/curso-de-project,1920,142516
Clasificación de cámaras,ENCHULAME LA CAMARA,https://youtube.com/watch?v=sJ9_-5u0AtA,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,144722
BIM en proyectos de infraestructura,Engineer Geek,https://youtube.com/watch?v=LTNGP15nISM,Diplomado en ArchiCAD,https://edutin.com/curso-de-archicad-4346,4346,144403
Funcionamiento de un detector de humo,engineerguy,https://youtube.com/watch?v=oFUUQcpGR3k,Fundamentos en Ciencias de la Computación,https://edutin.com/curso-de-introduccion-a-la-computacion-4164,4164,92883
Nuevos paradigmas tecnológicos y su impacto en la ciberseguridad,enHacke Ciberseguridad,https://youtube.com/watch?v=0-Kp_E61VMc,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,109046
Ataques web en entornos actuales Inyecciones de código,enHacke Ciberseguridad,https://youtube.com/watch?v=9e6J1Zs8JJs,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,109042
Ataques web en entornos actuales: Explotando controles no seguros,enHacke Ciberseguridad,https://youtube.com/watch?v=vhygloXQ4ms,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,109043
Pasos para instalar Windows Server,Enreta Services,https://youtube.com/watch?v=0ycb7y8V6qw,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148253
Windows Defender,ERIK bouns,https://youtube.com/watch?v=0rlHlwSPW5k,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,147216
Elementos del arte: la tercera dimensión,Ernesto Cardenal vídeos,https://youtube.com/watch?v=xXVzzqSLWqE,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111142
Gestión de proyectos y tareas en Dolibarr,ERP CRM Dolibarr España y LATAM,https://youtube.com/watch?v=SwD2jO-m-J8,Diplomado en CRM,https://edutin.com/curso-de-crm-2741,2741,145959
Aplicación del efecto 3D en imagenes y figuras en PowerPoint,Es Fácil,https://youtube.com/watch?v=sQvjqEO3hCY,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,106274
Hoja de tiempos,ESCARDO | Club de Animación 3D,https://youtube.com/watch?v=_qPelnYUslM,Animación y Modelado con Maya,https://edutin.com/curso-de-maya-basico-4077,4077,147333
