NombreLeccion,CanalYouTube,UrlYouTube,CursoNombre,CursoUrl,CursoId,LeccionId
Configuración de permisos y opciones de seguridad para el recurso compartido,JGAITPro,https://youtube.com/watch?v=7obBZDLCjbo,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,158147
Configuración de permisos de acceso para usuarios y grupos en recursos compartidos de Nano Server.,JGAITPro,https://youtube.com/watch?v=7obBZDLCjbo,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,158149
Suite de SysInternals para Nano Server,JGAITPro,https://youtube.com/watch?v=7s0EdE2OQZM,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,84998
Crear conmutadores de red virtuales externa,JGAITPro,https://youtube.com/watch?v=9kzoks0u_5Q,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,85121
Clonación de máquinas virtuales para despliegues escalables,JGAITPro,https://youtube.com/watch?v=AiFwGsZY4pk,VMware Workstation,https://edutin.com/curso-de-vmware-workstation-3835,3835,159087
Evaluación de los componentes del entorno de Veeam que pueden impactar el rendimiento,JGAITPro,https://youtube.com/watch?v=baudTGEk2c8,Curso de Veeam Backup & Replication,https://edutin.com/curso-de-veeam-backup-replication-3838,3838,158857
Prevención de ataques y prácticas de seguridad,JGAITPro,https://youtube.com/watch?v=bdz4zGLKjE8,CentOS 7,https://edutin.com/curso-de-centos-7-3841,3841,158669
Asignación de recursos y configuraciones básicas,JGAITPro,https://youtube.com/watch?v=BfrWZ9GsFlU,VMware Workstation,https://edutin.com/curso-de-vmware-workstation-3835,3835,159082
Concepto de Desktop Experience,JGAITPro,https://youtube.com/watch?v=bi4-tKowsuE,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148245
Configuración del servidor DNS,JGAITPro,https://youtube.com/watch?v=bmROdq3pRmc,Zentyal,https://edutin.com/curso-de-zentyal-3840,3840,159246
Paso a paso para crear una máquina virtual con la imagen de Nano Server en Hyper-V,JGAITPro,https://youtube.com/watch?v=BWT9qVOmGtM,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,158140
Métodos para instalar paquetes y roles adicionales en una instancia de Nano Server,JGAITPro,https://youtube.com/watch?v=CipsbORDajc,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,84992
Hyper-V y VMware Workstation,JGAITPro,https://youtube.com/watch?v=dIAgOCDWv30,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,85127
Restaurar maquina virtual en Veeam Backup & Replication,JGAITPro,https://youtube.com/watch?v=dsfwStQLgHE,Curso de Veeam Backup & Replication,https://edutin.com/curso-de-veeam-backup-replication-3838,3838,158864
Solucionar PXE Network Boot Using IPv4,JGAITPro,https://youtube.com/watch?v=e4dxQNiCzy4,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,153431
Instalar Hyper-V,JGAITPro,https://youtube.com/watch?v=E9qlYxGWoKc,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,153325
Programación y retención de copias de seguridad,JGAITPro,https://youtube.com/watch?v=eFa6JcML3OQ,Curso de Veeam Backup & Replication,https://edutin.com/curso-de-veeam-backup-replication-3838,3838,158834
Concepto de contenedores y tipología en Windows Server,JGAITPro,https://youtube.com/watch?v=EFAfIApdrMY,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148275
Roles y uso de Windows Server,JGAITPro,https://youtube.com/watch?v=eQeGVLfH2Tk,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148249
Configuración y gestión de reglas del Firewall de Windows en Nano Server,JGAITPro,https://youtube.com/watch?v=Eqi7wTiM8Gs,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,85000
Conexión a máquinas virtuales,JGAITPro,https://youtube.com/watch?v=flm0jIAL4Xc,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,153428
Copiar archivos a Nano Server con PowerShell Direct,JGAITPro,https://youtube.com/watch?v=FNJ8-SXIVjs,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,158142
"Configuración de hardware virtual (CPU, memoria, almacenamiento)",JGAITPro,https://youtube.com/watch?v=fSfXjZ-KtXc,VMware Workstation,https://edutin.com/curso-de-vmware-workstation-3835,3835,159084
Integración con almacenamiento,JGAITPro,https://youtube.com/watch?v=g7PBMzTEFwM,Curso de Veeam Backup & Replication,https://edutin.com/curso-de-veeam-backup-replication-3838,3838,158855
Configuración del sistema,JGAITPro,https://youtube.com/watch?v=gcaxOCODzKo,Zentyal,https://edutin.com/curso-de-zentyal-3840,3840,159236
Presentación de Centos 08 y su propósito,JGAITPro,https://youtube.com/watch?v=gzhurex5Iow,CentOS 7,https://edutin.com/curso-de-centos-7-3841,3841,158681
Configuración del servidor DHCP,JGAITPro,https://youtube.com/watch?v=H5lhAKOH5LM,Zentyal,https://edutin.com/curso-de-zentyal-3840,3840,159243
Conectar discos duros virtuales VHDX a máquinas virtuales,JGAITPro,https://youtube.com/watch?v=HUU32mXcQDY,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,153426
Proceso para crear un disco duro virtual (VHD) con una imagen de Nano Server,JGAITPro,https://youtube.com/watch?v=inNupAfFMy4,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,84991
Definición de grupos,JGAITPro,https://youtube.com/watch?v=jGerevH5nIo,Zentyal,https://edutin.com/curso-de-zentyal-3840,3840,159238
Creación y administración de instantáneas,JGAITPro,https://youtube.com/watch?v=l1xTzKyV6BU,VMware Workstation,https://edutin.com/curso-de-vmware-workstation-3835,3835,159086
Configuración y uso del Administrador del servidor para administrar Nano Server de forma remota,JGAITPro,https://youtube.com/watch?v=L2OT2iUSMpc,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,158137
Windows Defender en Nano Configuración y gestión de Windows Defender para proteger Nano Server contra amenazas de seguridad,JGAITPro,https://youtube.com/watch?v=llaRdtxRqjQ,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,158151
Crear Discos Duros Virtuales VHDX,JGAITPro,https://youtube.com/watch?v=ln9gY2ho7tc,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,153423
Instalación de CentOS 7 en modo Desktop,JGAITPro,https://youtube.com/watch?v=Lr3WJ6qvEVs,CentOS 7,https://edutin.com/curso-de-centos-7-3841,3841,85154
Navegación por el sistema de archivos,JGAITPro,https://youtube.com/watch?v=LsBGqcLQszY,CentOS 7,https://edutin.com/curso-de-centos-7-3841,3841,158654
Creación y gestión de usuarios,JGAITPro,https://youtube.com/watch?v=lXjbDjiY47w,Zentyal,https://edutin.com/curso-de-zentyal-3840,3840,159237
Pasos para aplicar la actualización en Windows Server,JGAITPro,https://youtube.com/watch?v=MlqkZM7CXk4,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,153701
¿Qué es Veeam Backup & Replication?,JGAITPro,https://youtube.com/watch?v=Nov_MCO1Cys,Curso de Veeam Backup & Replication,https://edutin.com/curso-de-veeam-backup-replication-3838,3838,158806
Acceso a archivos desde sistemas Windows y Linux,JGAITPro,https://youtube.com/watch?v=npZauKzGpkY,Zentyal,https://edutin.com/curso-de-zentyal-3840,3840,159250
Medios de instalación,JGAITPro,https://youtube.com/watch?v=O93tyNGb6EQ,CentOS 7,https://edutin.com/curso-de-centos-7-3841,3841,158634
Habilitar Virtualización anidada,JGAITPro,https://youtube.com/watch?v=On1t5AXTJmA,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,85126
Beneficios y ventajas de usar Zentyal en diferentes entornos,JGAITPro,https://youtube.com/watch?v=PD05RvPIC6s,Zentyal,https://edutin.com/curso-de-zentyal-3840,3840,159227
Modos de instalación en Centos 07,JGAITPro,https://youtube.com/watch?v=pxtvj-Idfcw,CentOS 7,https://edutin.com/curso-de-centos-7-3841,3841,158636
¿Qué es Hyper-V?,JGAITPro,https://youtube.com/watch?v=QgX0wDz4B2U,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,153277
"Concepto, características y funciones de Hyper-V",JGAITPro,https://youtube.com/watch?v=QgX0wDz4B2U,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148274
Proceso de instalación del paquete de servidor IIS (Internet Information Services) en Nano Server,JGAITPro,https://youtube.com/watch?v=qo7fIdsKpec,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,158144
Conectar dispositivos USB a máquinas virtuales,JGAITPro,https://youtube.com/watch?v=r7LJxxJOfpc,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,153429
Principales características de Nano Server,JGAITPro,https://youtube.com/watch?v=rPOGqk6W7Wk,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,158129
Administrar y configurar Nano Server directamente a través de PowerShell Direct,JGAITPro,https://youtube.com/watch?v=StRzYqc_DPA,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,158141
Proceso de unir Nano Server a un dominio de Active Directory,JGAITPro,https://youtube.com/watch?v=SyekdL652AA,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,158152
Conceptos de Zentyal,JGAITPro,https://youtube.com/watch?v=tbrA3UIWXgE,Zentyal,https://edutin.com/curso-de-zentyal-3840,3840,159225
Creación y gestión de usuarios y grupos locales en Nano Server,JGAITPro,https://youtube.com/watch?v=TdWqnQtOYZg,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,84997
Pasos para configurar la virtualización y el desarrollo de máquinas virtuales,JGAITPro,https://youtube.com/watch?v=thXg9E9WjzQ,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148278
Uso de la función de conexión remota de Windows PowerShell ISE para administrar Nano Server,JGAITPro,https://youtube.com/watch?v=tPJUoJlcXck,Diplomado en configuración y aplicación de Nano Server para contenedores,https://edutin.com/curso-de-nano-server-3836,3836,158153
Funciones comunes en la consola,JGAITPro,https://youtube.com/watch?v=TWCwkQt2vMs,Curso de Veeam Backup & Replication,https://edutin.com/curso-de-veeam-backup-replication-3838,3838,158837
Creación y gestión de usuarios,JGAITPro,https://youtube.com/watch?v=vimD5Gwwpu4,CentOS 7,https://edutin.com/curso-de-centos-7-3841,3841,85161
Funciones y responsabilidades de cada componente,JGAITPro,https://youtube.com/watch?v=vJpxgEdZcxI,Curso de Veeam Backup & Replication,https://edutin.com/curso-de-veeam-backup-replication-3838,3838,158812
Manipulación de archivos y directorios,JGAITPro,https://youtube.com/watch?v=vjq3ZkaLoGU,CentOS 7,https://edutin.com/curso-de-centos-7-3841,3841,158657
Rol de Hyper-V de Windows Server 2016 en máquina virtual de Hyper-V,JGAITPro,https://youtube.com/watch?v=whw9EFRgCsw,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,85134
Instalar Rol de Hyper-V de Windows Server,JGAITPro,https://youtube.com/watch?v=whw9EFRgCsw,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,153434
Funciones de delegación de privilegios,JGAITPro,https://youtube.com/watch?v=WMWo_yNsS1A,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148248
Crear plantillas de máquinas virtuales,JGAITPro,https://youtube.com/watch?v=xobcCTt16sI,Diplomado en Virtualización con Hyper-V,https://edutin.com/curso-de-hyper-v-3839,3839,153432
Políticas de acceso,JGAITPro,https://youtube.com/watch?v=YqfELTJa0iE,Zentyal,https://edutin.com/curso-de-zentyal-3840,3840,159239
Aplicar color,Jimmy Lemus,https://youtube.com/watch?v=-4wIsAA2aBE,Animación y Modelado con Maya,https://edutin.com/curso-de-maya-basico-4077,4077,147312
Concepto de CAD,JimmyHerreraOficial,https://youtube.com/watch?v=QZQEidIIJ3Q,Diplomado en Modelado con Catia,https://edutin.com/curso-de-catia-2016,2016,109817
Administración y monitoreo de la seguridad en entornos de nube utilizando VMware Workstation,JMG Virtual Consulting,https://youtube.com/watch?v=7-28DHNXs08,VMware Workstation,https://edutin.com/curso-de-vmware-workstation-3835,3835,159107
Hacer fotografías con poca luz,Joan Vendrell,https://youtube.com/watch?v=4RPAcXsIvd4,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,100979
Equipos de iluminación,Joan Vendrell,https://youtube.com/watch?v=BAPbg5vD7kM,Diplomado en Producción Audiovisual,https://edutin.com/curso-de-produccion-audiovisual-2081,2081,113393
Ley de reciprocidad,Joan Vendrell,https://youtube.com/watch?v=E1YU8NHD6WA,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,100968
Ajuste modo manual,Joan Vendrell,https://youtube.com/watch?v=lEBEdRwAlYs,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,144724
Triangulo de exposición,Joan Vendrell,https://youtube.com/watch?v=o-dj6qprNoM,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,100952
Lentes,Joan Vendrell,https://youtube.com/watch?v=oJafUgWEPXI,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,144726
Efecto barrido,Joan Vendrell,https://youtube.com/watch?v=Uw8x7SSrOf0,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,100977
Funcionamiento de una cámara digital,Joan Vendrell,https://youtube.com/watch?v=v4pEVAXhJro,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,144721
La importancia de la luz,Joan Vendrell,https://youtube.com/watch?v=vF_QaMk7BAg,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,100905
Importar planos de AutoCAD a Revit,Jordy Nontol,https://youtube.com/watch?v=GNvbg4Ub88E,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104379
Sliders,Jorge Aguilar,https://youtube.com/watch?v=ixaol4FGkVk,Diplomado en Producción Audiovisual,https://edutin.com/curso-de-produccion-audiovisual-2081,2081,113390
Acceso a los paneles de control y vistas principales,Jorge de la Cruz,https://youtube.com/watch?v=Azug6BaXSq0,Curso de Veeam Backup & Replication,https://edutin.com/curso-de-veeam-backup-replication-3838,3838,158836
Concepto de gestión de proyectos,Jorge Moreno,https://youtube.com/watch?v=yX-GmmfslWQ,Diplomado en ArchiCAD,https://edutin.com/curso-de-archicad-4346,4346,144493
Evolución de Microsoft Windows,José - Desarrollo Web,https://youtube.com/watch?v=_6lYpM4O2xY,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,147139
Liberar espacio en Drive,José David,https://youtube.com/watch?v=PO7n6Lo8qrE,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141474
Configuración de cortafuegos (firewall),José Huamán,https://youtube.com/watch?v=kzDz9njku44,CentOS 7,https://edutin.com/curso-de-centos-7-3841,3841,85177
Trabajo colaborativo en PowerPoint,Jose Luis Ramirez Vargas,https://youtube.com/watch?v=Y4GoinZkV5c,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,146460
Niveles,JOSÉ MANUEL TECH,https://youtube.com/watch?v=-CJvnGi0BHo,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104350
Cortes o secciones,JOSÉ MANUEL TECH,https://youtube.com/watch?v=crWaCb4hLXE,Diplomado en Revit,https://edutin.com/curso-de-revit-4334,4334,104351
¿Cómo empezar en la seguridad informática?,Jose Maria Alonso,https://youtube.com/watch?v=t4UgRVPvcOc,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108658
Alojamiento de sitios web,José Miranda,https://youtube.com/watch?v=v1rn0Z4JZmk,Zentyal,https://edutin.com/curso-de-zentyal-3840,3840,159257
Diseñar un póster desde cero,Josh Mahaby Diseño y Arte,https://youtube.com/watch?v=79-_ZHXag2U,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111341
Configuración de seguridad,Josu Jiménez Pérez,https://youtube.com/watch?v=JTXzfEyYtEs,Zentyal,https://edutin.com/curso-de-zentyal-3840,3840,159258
Herramienta de muros en ArchiCAD,Josué Mundocorre,https://youtube.com/watch?v=rOFalPQr04Q,Diplomado en ArchiCAD,https://edutin.com/curso-de-archicad-4346,4346,144408
Concepto de DNS e IPAM de la infraestructura en red de Windows Server,JP Learning,https://youtube.com/watch?v=tvfKzJtWXU8,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148262
Historia de la fotografía,Juan Antonio Palacios,https://youtube.com/watch?v=BcNdQ6e4vEw,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,100864
Introducción de las herramientas de actualización de Centos 08 (DNF),"Juan C. Guzmán (Linux, Cibersegurirad y más)",https://youtube.com/watch?v=cxN9YJeMJ9M,CentOS 7,https://edutin.com/curso-de-centos-7-3841,3841,158684
Concepto de Centos 07,"Juan C. Guzmán (Linux, Cibersegurirad y más)",https://youtube.com/watch?v=EpXw2k2S81U,CentOS 7,https://edutin.com/curso-de-centos-7-3841,3841,158630
Fases y procesos de la planificación de proyectos,Juan Carlos Donado Bravo,https://youtube.com/watch?v=nJC2j-st7TU,Diplomado en Microsoft Project,https://edutin.com/curso-de-project,1920,142484
Crear recursos,Juan Carlos Pancorbo,https://youtube.com/watch?v=yK5NzQ57Kzk,Diplomado en Microsoft Project,https://edutin.com/curso-de-project,1920,142799
Creación y gestión de grupos,Juan Emilio Mateo,https://youtube.com/watch?v=jftEqbeiVGQ,CentOS 7,https://edutin.com/curso-de-centos-7-3841,3841,158658
Conociendo los Routers y su configuración,Juan Esquivel Méndez,https://youtube.com/watch?v=v4o78tx-ttc,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,140983
Herramienta pincel de manchas,Juan Lima,https://youtube.com/watch?v=5S4qOLhVLw0,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111255
Herramienta reflejo,Juan Lima,https://youtube.com/watch?v=HJ27A5bWka4,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111332
Ordenar datos alfabéticamente,Juan S Guzman,https://youtube.com/watch?v=08sobzFcW8g,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141551
Ver historial,Juan S Guzman,https://youtube.com/watch?v=32YZNKH8Zek,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141556
Google Sheets,Juan S Guzman,https://youtube.com/watch?v=Si8niMXfXY8,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141499
Concepto de autoconfiguración,Juancar Molinero,https://youtube.com/watch?v=EGuaqFdG_jg,IPv6 Profesional,https://edutin.com/curso-de-ipv6-3548,3548,143319
Introducción,JuanPedroTV,https://youtube.com/watch?v=eaHdzRpw_xY,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,144718
"Hardware, sus componentes internos y externos",Julio Joshe,https://youtube.com/watch?v=3JmTqay0vz0,Fundamentos en Ciencias de la Computación,https://edutin.com/curso-de-introduccion-a-la-computacion-4164,4164,92887
Origen y expansión mundial de la fotografía,Julio Joshe,https://youtube.com/watch?v=f38uVq4pHMI,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,144938
"Abrir, crear hojas de cálculo",Julio Soto MX,https://youtube.com/watch?v=GGLdC71EuFU,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141543
Opciones de descubrimiento,Julio Ureña,https://youtube.com/watch?v=i_9Rc3xGXKM,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,108984
Análisis de vulnerabilidades,Julio Ureña,https://youtube.com/watch?v=r53oZKkyhRk,Diplomado en Pentest,https://edutin.com/curso-de-pentest-4369,4369,137259
ACL Estándar,kalerolinex,https://youtube.com/watch?v=hliq-UZ1Heo,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,141034
Uso de snapshots en entornos de desarrollo y prueba en la nube,kalerolinex,https://youtube.com/watch?v=pBIipY9lSJc,VMware Workstation,https://edutin.com/curso-de-vmware-workstation-3835,3835,159088
ACL Extendida,kalerolinex,https://youtube.com/watch?v=xI065U7JFpc,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,141035
Cables,Katia Montoya,https://youtube.com/watch?v=M7_tCEAhsHc,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,140984
Componentes de Docker,KeepCoding - Tech School,https://youtube.com/watch?v=3ChHgNBR9PY,Docker Profesional,https://edutin.com/curso-de-docker-3986,3986,89241
Metodología de la cadena crítica,Keimy Rosse López Uchuya,https://youtube.com/watch?v=xZe90EncXIc,Diplomado en Microsoft Project,https://edutin.com/curso-de-project,1920,142510
Cableado estructurado,Kevin Andres Ruiz,https://youtube.com/watch?v=3KhfU7v0VSo,Fundamentos Profesionales en Redes de Computadoras,https://edutin.com/curso-de-redes-4158,4158,93879
Representación de datos en una computadora,Khan Academy Partners,https://youtube.com/watch?v=ewokFOSxabs,Fundamentos en Ciencias de la Computación,https://edutin.com/curso-de-introduccion-a-la-computacion-4164,4164,92890
"CPU, Memoria y E/S",Khan Academy Partners,https://youtube.com/watch?v=MMzdKTtUIFM,Fundamentos en Ciencias de la Computación,https://edutin.com/curso-de-introduccion-a-la-computacion-4164,4164,92888
Circuitos y Lógica,Khan Academy Partners,https://youtube.com/watch?v=Sc3lh3D4rCw,Fundamentos en Ciencias de la Computación,https://edutin.com/curso-de-introduccion-a-la-computacion-4164,4164,92896
El hardware y el software operan juntos,Khan Academy Partners,https://youtube.com/watch?v=VzVSt6jxiqw,Fundamentos en Ciencias de la Computación,https://edutin.com/curso-de-introduccion-a-la-computacion-4164,4164,92889
Sistema numérico hexadecimal (Explicación complementaria),Khan Academy,https://youtube.com/watch?v=4EJay-6Bioo,Experto en Desarrollo de Algoritmos,https://edutin.com/curso-de-programacion-avanzada-en-c,4217,95098
Conversión de Binario a Hexadecimal,Khan Academy,https://youtube.com/watch?v=8T4F7WboWPQ,Experto en Desarrollo de Algoritmos,https://edutin.com/curso-de-programacion-avanzada-en-c,4217,95099
Profundización sobre routers,Khan Academy,https://youtube.com/watch?v=aD_yi5VjF78,Fundamentos Profesionales en Desarrollo Web,https://edutin.com/curso-de-introduccion-a-la-web-4222,4222,96071
Profundización en el tema DNS y DHCP,Khan Academy,https://youtube.com/watch?v=MwxMsaFFycg,Fundamentos Profesionales en Desarrollo Web,https://edutin.com/curso-de-introduccion-a-la-web-4222,4222,96069
Conversión de Decimal a Hexadecimal,Khan Academy,https://youtube.com/watch?v=NFmDz1dQyPU,Experto en Desarrollo de Algoritmos,https://edutin.com/curso-de-programacion-avanzada-en-c,4217,95100
Objetivos,Kike Arnaiz,https://youtube.com/watch?v=eSPC4gHBo-M,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,144725
La velocidad de obturación,Kike Arnaiz,https://youtube.com/watch?v=qtmqqKGtB3U,Diplomado en Producción Audiovisual,https://edutin.com/curso-de-produccion-audiovisual-2081,2081,104097
Conseguir un buen color en video,Kike Arnaiz,https://youtube.com/watch?v=vYKlKYt78Qg,Diplomado en Producción Audiovisual,https://edutin.com/curso-de-produccion-audiovisual-2081,2081,104099
Simulación de una aplicación de IoT en Cisco packet  tracer,KingGhost 19,https://youtube.com/watch?v=UBgOBEAphBE,fundamentos de cisco packet tracer,https://edutin.com/curso-de-Cisco-Packet-Tracer,571,163386
Interfaz de TRELLO,Kliss 🇻🇪,https://youtube.com/watch?v=IcNKvXYg7Iw,Diplomado en Microsoft Project,https://edutin.com/curso-de-project,1920,142534
Edición fotográfica,Kristofh Pozo,https://youtube.com/watch?v=vT6TQVZX59A,Diplomado en Fotografía profesional,https://edutin.com/curso-de-fotografia-4300,4300,144732
Texturas,Kubika: 3D y Tecnología,https://youtube.com/watch?v=Ph9uM7I37_g,Animación y Modelado con Maya,https://edutin.com/curso-de-maya-basico-4077,4077,147320
Procesos asociados a la elaboración de proyectos,KZI Kaizenia,https://youtube.com/watch?v=VnMSagtx2ww,Diplomado en Microsoft Project,https://edutin.com/curso-de-project,1920,142480
Exportación e importación de máquinas virtuales en entornos de nube,La Cabra Negra ASIR,https://youtube.com/watch?v=DJVXqWixVLY,VMware Workstation,https://edutin.com/curso-de-vmware-workstation-3835,3835,159103
Como descargar Power Point,La Mano Tecno,https://youtube.com/watch?v=jiO8HDm6BJw,Diplomado en Microsoft PowerPoint,https://edutin.com/curso-de-powerpoint,546,161386
Liberador de espacio en disco,La Mano Tecno,https://youtube.com/watch?v=QjzAA-vRCp0,Diplomado en Sistema Operativo Windows,https://edutin.com/curso-de-windows,3581,76745
Funcionamiento de un termo eléctrico,La Mejor Caldera,https://youtube.com/watch?v=JCmYOBSXs3k,Fundamentos en Ciencias de la Computación,https://edutin.com/curso-de-introduccion-a-la-computacion-4164,4164,92877
Almacenamiento de Drive y cómo obtener más,La Merca Company,https://youtube.com/watch?v=GZSwvT1DjbE,Google Drive,https://edutin.com/curso-de-drive-3988,3988,141473
"Pasos para implementar, configurar y administrar el DNS e IPAM",Lab Virtuales Servidores,https://youtube.com/watch?v=52Kby5Xtcsg,Diplomado en Windows Server,https://edutin.com/curso-de-windows-server,4485,148263
Subnetting IPv4 Parte 2,LabCelLB,https://youtube.com/watch?v=32svgtq8jhQ,Fundamentos Profesionales en Redes de Computadoras,https://edutin.com/curso-de-redes-4158,4158,93892
Clases de direcciones IPv4,LabCelLB,https://youtube.com/watch?v=NRTOm9OOh_E,Fundamentos Profesionales en Redes de Computadoras,https://edutin.com/curso-de-redes-4158,4158,93887
Subnetting IPv4 Parte 1,LabCelLB,https://youtube.com/watch?v=qwXKnHuQKzY,Fundamentos Profesionales en Redes de Computadoras,https://edutin.com/curso-de-redes-4158,4158,93891
Dibujar formas básicas,laestaciongrafica,https://youtube.com/watch?v=E1YGtap1Vu8,Editor de Gráficos Vectoriales con Adobe Illustrator,https://edutin.com/curso-de-illustrator-3738,3738,111246
Profundización en los comandos,Lalocura Studio,https://youtube.com/watch?v=_e-joEhEszI,Diplomado en ArchiCAD,https://edutin.com/curso-de-archicad-4346,4346,105406
Detalles y entorno,Lalocura Studio,https://youtube.com/watch?v=08M1nCbmtlQ,Diplomado en ArchiCAD,https://edutin.com/curso-de-archicad-4346,4346,105447
Modelando una casa en desnivel: Modelado del terreno en desnivel,Lalocura Studio,https://youtube.com/watch?v=5L6-sMvEQFE,Diplomado en ArchiCAD,https://edutin.com/curso-de-archicad-4346,4346,105464
Modelando una casa en desnivel: Colocando muros,Lalocura Studio,https://youtube.com/watch?v=8gz6tYNQJKg,Diplomado en ArchiCAD,https://edutin.com/curso-de-archicad-4346,4346,105466
Modelando una casa en desnivel: Colocando segundo nivel,Lalocura Studio,https://youtube.com/watch?v=AwMf5PIstvU,Diplomado en ArchiCAD,https://edutin.com/curso-de-archicad-4346,4346,105467
Profundización en muros y creación de losas,Lalocura Studio,https://youtube.com/watch?v=AXTos0wDvyc,Diplomado en ArchiCAD,https://edutin.com/curso-de-archicad-4346,4346,105410
